Address,City,State
US-13,New Castle,DE
US-13,New Castle,DE
US-441/SR-7 & SR-804,Boynton Beach,FL
US-27,Branford,FL
US-50,Brooksville,FL
SR-997 & SR-994,Miami,FL
US-301,Middleburg,FL
"I-4, EXIT 79",Orlando,FL
SR-710,West Palm Beach,FL
"I-4, EXIT 3",Tampa,FL
US-301 &SR-574,Tampa,FL
US-19,Americus,GA
SR-26 & SR-41,Buena Vista,GA
"I-285/SR-407, EXIT 53 & US-23/SR-42",Conley,GA
US-84/SR-38,Donalsonville,GA
"I-185/SR-411, EXIT 19 & SR-315",Fortson                                 ,GA
US-341,Lumber City,GA
US-319 BUS & SR-133/SR-35/SR-33,Moultrie,GA
US-319 & SR-33,Moultrie,GA
US-278/SR-6 & SR-101,Rockmart,GA
US-301 & US-25,Statesboro,GA
US-301/US-25/SR-73,Statesboro,GA
US-1 & US-78,Wadley,GA
"I-35, EXIT 56",Bevington,IA
US-34,Chariton,IA
"I-35/I-80, EXIT 136",Des Moines,IA
US-61/US-151,Dubuque                                 ,IA
US-218 & US-18,Floyd,IA
US-61,Fort Madison,IA
US-61,Mediapolis,IA
CR-X61,Muscatine                               ,IA
"I-29, EXIT 112",Onawa,IA
"I-25, EXIT 33 & US-34",Osceola,IA
"SR-163, EXIT 42",Pella,IA
"I-29, EXIT 10",Percival,IA
"I-29, EXIT 10",Percival,IA
"US-218, EXIT 80 & SR-22",Riverside,IA
US-71/SR-9,Spirit Lake,IA
US-71 & SR-3,Storm Lake                              ,IA
"I-80, EXIT 46 & CR-M47",Walnut,IA
US-61 & SR-78,Sioux City,IA
US-61 & CR-X50,Wever,IA
US-95,Council,ID
US-95 & SR-13,Grangeville,ID
US-95,Wilder,ID
"I-55, EXIT 160B & SR-9",Bloomington,IL
"I-55, EXIT 160B & SR-9",Bloomington,IL
"I-55, EXIT 160B & SR-9",Bloomington,IL
"I-74, EXIT 142",Downs,IL
"I-74, EXIT 112 & SR-117",Goodfield                               ,IL
US-136 & US-67,Macomb,IL
"I-70, EXIT 136",Martinsville,IL
"I-88/SR-110, EXIT 76 & SR-251",Rochelle,IL
"I-294, EXIT 22",Willow Springs,IL
"I-74, EXIT 32 & SR-17",Woodhull,IL
"I-290, EXIT 5",Wood Dale,IL
US-33/US-27,Decatur,IN
US-52,Lafayette,IN
US-421,Medaryville,IN
"I-69, EXIT 334 & US-6",Waterloo                                ,IN
US- 54 & US-169,Iola,KS
US-73 & US-36,Hiawatha,KS
US-160,Johnson                                 ,KS
US-75,Powhattan,KS
US-50,Strong City,KS
US-83 & US-56,Sublette                                ,KS
SR-55,Campbellsville                          ,KY
SR-15/SR-7/SR-160,Isom                                    ,KY
SR-9 & US-68/US-62/SR-10,Maysville,KY
"I-75, EXIT 104",Nicholasville,KY
SR-127,Russell Springs,KY
SR-555 & SR-9002,Willisburg,KY
SR-90,Westwego                                ,LA
US-90,Morgan City,LA
"I-270, EXIT 17A & US-80/US-79",Bossier City,LA
"I-10, EXIT 109",Breaux Bridge                           ,LA
US-90 & SR-92-1,Broussard,LA
"I-20, EXIT 103/US-80",Calhoun                                 ,LA
US-190,Eunice                                  ,LA
SR-641 & SR-3125,Gramercy,LA
"US-90, EXIT 204 & SR-316",Gray,LA
SR-311 & SR-664,Houma,LA
SR-1,Mansura,LA
SR 31,Saint Martinville                       ,LA
US-190,Opelousas,LA
SR-1,Raceland,LA
"I-10, EXIT 87 AT MILE 87",Rayne,LA
SR-1,Shreveport                              ,LA
US-61,Saint Rose,LA
SR-12,Starks,LA
SR-1,Thibodaux,LA
"I-75, EXIT 135",Beaverdam,OH
"I-20, EXIT 157 & SR-577",Delhi,LA
"I-20, EXIT 114 & SR-617",West Monroe,LA
SR-2,Westminster,MA
"I-95, EXIT 57",Baltimore,MD
"I-70, EXIT 12 & SR-56",Big Pool,MD
"I-70, EXIT 29A & SR-65",Hagerstown,MD
SR-392 & SR-331,Hurlock                                 ,MD
US-301,Newburg,MD
"I-95, EXIT 75",Auburn,ME
"I-95, EXIT 244 & SR-157",Medway,ME
"I-95, EXIT 48",Portland,ME
"I-75, EXIT 34B",Riverview                               ,MI
US-131 & SR-115,Cadillac,MI
US-131 & SR-115,Cadillac,MI
US-131 & SR-115,Cadillac,MI
"I-94, EXIT 257",Casco                                   ,MI
US-41/SR-28 & SR-95,Champion,MI
"I-94, EXIT 210A",Dearborn,MI
"I-94 & US-12, EXIT 210",Dearborn,MI
"I-94 & US-12, EXIT 210",Dearborn,MI
"I-94 & US-12, EXIT 210",Dearborn,MI
"I-94 & US-12, EXIT 210",Dearborn,MI
"I-75 & SR-32, EXIT 282",Gaylord                                 ,MI
"I-75 & SR-32, EXIT 282",Gaylord                                 ,MI
ST 28,Newberry,MI
"US-131, EXIT 153 & US-10",Reed City,MI
"US-131, EXIT 153 & US-10",Reed City,MI
"I-275, EXIT 20",Belleville,MI
"I-196, EXIT 72",Wyoming,MI
"I-196, EXIT 72",Wyoming,MI
"I-94, EXIT 103/US-52 & SR-29",Alexandria,MN
US-71 & US-2,Bemidji,MN
SR-7,Clara City,MN
"I-35, EXIT 253B",Duluth,MN
US-14 & ST-57,Kasson,MN
"I-35W, EXIT 36 & CR-23",Circle Pines,MN
"I-75, EXIT 164",Waite Park,MN
I-270 EXIT 33,Saint Louis                             ,MO
US-61,Jackson,MO
US-60 & SR-5,Mansfield,MO
US-60/SR-413 & CR-M,Republic,MO
US-65 & SR-14,Ridgedale                               ,MO
"I-29, EXIT 65 & US-59",Savannah,MO
"US-78, EXIT 14 & SR-309",Byhalia,MS
US-49,Collins,MS
US-98 BYP/SR-44 & SR-13,Columbia,MS
US-11,Ellisville                              ,MS
US-49,Florence,MS
US-82,Mathiston,MS
US-98 & SR-29,New Augusta,MS
US-98,New Augusta,MS
"I-20, EXIT 109 & SR-15",Newton,MS
US-43S,Pelahatchie                             ,MS
"I-55/US-51, EXIT 81",Terry,MS
SR-7 & SR-315,Water Valley,MS
US-49,Wiggins,MS
US-13/SR-11,Bethel,NC
US-70,Goldsboro,NC
"I-95, EXIT 17",Lumberton                               ,NC
US-70,Morehead City,NC
US-17 & SR-43,New Bern,NC
SR-125 & SR-11/SR-42,Oak City,NC
"I-795/US-264, EXIT 43A & US-301",Wilson,NC
"I-40, EXIT 195 & SR-109",Winston Salem,NC
"I-94, EXIT 1 & SR-16",Beach,ND
"I-29, EXIT 141 & US-2",Grand Forks,ND
US-2 & SR-3,Rugby                                   ,ND
US-81,Hebron,NE
US-20/SR-15,Laurel,NE
"I-80, EXIT 237",Lexington,NE
"I-80, EXIT 248",Overton                                 ,NE
US-77,Roca,NE
ST 71,Scottsbluff,NE
SR-2 & SR-50,Syracuse                                ,NE
US-34 & SR-25,Trenton,NE
ST 35                         ,Wayne                                   ,NE
"I-93, EXIT 12S & I-89 & SR-3A",Bow,NH
SR-27 & SR-125,Epping,NH
SR-17,East Rutherford                         ,NJ
US-1,Edison,NJ
"I-55, EXIT 50A",Richwood,NJ
NJ TURNPIKE MILE POST 58.7 ,Trenton,NJ
US-30,Clementon,NJ
"I-80, EXIT 27B",Ledgewood,NJ
SR-20,North Bergen                            ,NJ
US-160 & US-491,Towaoc                                  ,CO
US-130 & SR-73,Pennsauken,NJ
US 22 WEST,Phillipsburg                            ,NJ
US-22,Phillipsburg,NJ
"I-78, EXIT 13",Newark                                  ,NJ
US-46,Ridgefield,NJ
"I-287, EXIT 4",South Plainfield,NJ
US-130,North Brunswick                         ,NJ
"I-295, EXIT 1",Vineland                                ,NJ
"I-55, EXIT 26",Vineland,NJ
"NORTH NJ TNPK, EXIT 11",Woodbridge,NJ
"I-25, EXIT 156",Lemitar,NM
US-285,Roswell                                 ,NM
"I-25, EXIT 252",Algodones,NM
US-95,Hawthorne,NV
"I-87, EXIT 43",Champlain,NY
US-9W,Glenmont,NY
"SR-79 N/I-88E, EXIT 6",Harpursville                            ,NY
"I-90, EXIT 58 & US-20",Irving,NY
"I-90, EXIT 58 & US-20",Irving,NY
"I-86/SR-17, EXIT 23 & US-219/US-219 BUS",Limestone,NY
"I-88, EXIT 12",Otego,NY
SR-22 & SR-442,Peru,NY
"I-90, EXIT 41",Seneca Falls,NY
US-30 & SR-60,Ashland,OH
"I-480, EXIT 12",Brookpark,OH
US-30 & SR-19,Bucyrus,OH
"I-90/SR-2, EXIT 182B",Cleveland,OH
SR- 32,Jackson,OH
US-20 & SR-21,Massillon,OH
"I-75, EXIT 195 & I-90, EXIT 64 & SR-795",Rossford,OH
US-23 & SR-316,Ashville,OH
US-22 & SR-43,Steubenville,OH
SR-6 & SR-66,Elk City,OK
US-70,Hugo,OK
US-70 & SR-37,Idabel,OK
US-169 & SR-88,Oologah                                 ,OK
"I-35, EXIT 1",Thackerville                            ,OK
"HWY 403, EXIT 41",Brantford,ON
"HWY 403, EXIT 41",Brantford,ON
"HWY 403, EXIT 41",Brantford,ON
"HWY 403, EXIT 41",Brantford,ON
"HWY 403, EXIT 41",Brantford,ON
"HWY 403, EXIT 41",Brantford,ON
BURLINGTON & PARKDALE/WINDEMER,Hamilton                                ,ON
BURLINGTON & PARKDALE/WINDEMER,Hamilton                                ,ON
BURLINGTON & PARKDALE/WINDEMER,Hamilton                                ,ON
"HWY 401, EXIT 186",London                                  ,ON
"HWY 401, EXIT 186",London                                  ,ON
"HWY 401, EXIT 186",London                                  ,ON
"HWY 401, EXIT 186",London                                  ,ON
"HWY 401, EXIT 186",London                                  ,ON
"HWY 401, EXIT 186",London                                  ,ON
HWY 1/HWY 401,Pickering,ON
HWY 1/HWY 401,Pickering,ON
HWY 1/HWY 401,Pickering,ON
HWY 1/HWY 401,Pickering,ON
HWY 1/HWY 401,Pickering,ON
HWY 1/HWY 401,Pickering,ON
"I-85, EXIT 41 & US-29",Newnan,GA
"I-85, EXIT 41 & US-29",Newnan,GA
"I-20, EXIT 138",Union Point,GA
HWY 402 EXIT 25,Wyoming,ON
HWY 402 EXIT 25,Wyoming,ON
HWY 402 EXIT 25,Wyoming,ON
HWY 402 EXIT 25,Wyoming,ON
HWY 402 EXIT 25,Wyoming,ON
HWY 402 EXIT 25,Wyoming,ON
"I-76, EXIT 146 & I-99, EXIT 1 & US-220",Bedford                                 ,PA
"I-78, EXIT 13 & SR- 501",Bethel,PA
ST 51,Crescent                                ,PA
US-15 & SR-234,East Berlin,PA
US-322 & SR-23/SR-897,East Earl,PA
US-30,Everett                                 ,PA
I-76/I-70 & US-30,Everett                                 ,PA
"I-95, EXIT 46A & US-1",Fairless Hills,PA
"I-81, EXIT 5",Greencastle,PA
"I-76, EXIT 19/247",Hershey,PA
"I-80,  EXIT 173",Mill Hall,PA
US-15 & SR-414,Liberty,PA
US-22,Nanty Glo,PA
"SR-28, EXIT 16",Natrona Heights                         ,PA
SR-33 & SR-191,Stockertown,PA
US-1 & SR-132,Feasterville Trevose                    ,PA
US-30 & SR-116,York,PA
"I-20, EXIT 22 & US-1",Aiken,SC
US-501,Aynor,SC
US-52,North Charleston,SC
US-25/US-76,Honea Path,SC
US-17,Johns Island,SC
"I-82, EXIT 73 & SR-773",Prosperity,SC
I-77 EXIT 77,Rock Hill,SC
US-52 & SR-45,Saint Stephen,SC
"I-29, EXIT 47",Beresford                               ,SD
"I-29, EXIT 132",Huron                                   ,SD
"I-29, EXIT 62 & US-18",Lennox,SD
US-281,Wolsey,SD
US-11/SR-1,Bristol                                 ,TN
SR-149 & SR-46,Cumberland City,TN
US-64,Fayetteville,TN
"I-40, EXIT 355",Kingston,TN
"I-24, EXIT 70 & SR-102",Smyrna,TN
I-20 & FM 600,Abilene,TX
"I-20, EXIT 428",Fort Worth,TX
US-287,Chillicothe,TX
"I-30, EXIT 45B/I-35E",Dallas,TX
US-287/US-81,Decatur,TX
SR-87 & SR-12,Orange,TX
US-57 & US-277,Eagle Pass,TX
US-277,Eagle Pass,TX
US-287 & SR-34,Ennis,TX
US-60,Friona,TX
"I-35 , EXIT 499",Vernon,TX
US-183 & SR-97,Gonzales,TX
US-90/SR-97 & US-183,Gonzales,TX
US-287/US-81,Alvord,TX
US-385 & SR-191,Odessa,TX
US-281/SR-241,Pharr,TX
SR-35 & FM-1069,Rockport,TX
US-11 & SR-622,Atkins,VA
US-522 & SR-694,Cross Junction,VA
US-58 & SR-671,Franklin,VA
"I-66, EXIT 6",Front Royal,VA
US-15,Leesburg,VA
US-29 & SR-685,Rustburg,VA
US-23,Pound,VA
"I-89, EXIT 21",Alburgh                                 ,VT
"I-91, EXIT 3 & US-5",Brattleboro,VT
US-45 & SR-76/SR-22,Bear Creek,WI
SR-29 & CR-H,Edgar,WI
SR-13 & SR-21,Friendship,WI
"I-43, EXIT 180",Green Bay,WI
"I-41/US-41, EXIT 68 & CR-K",Hartford,WI
US-45,Kewaskum,WI
US-45,Larsen,WI
"I-42/US-41, EXIT 85 & SR-67",Lomira,WI
US-41 & SR-67,Lomira,WI
SR-21 & SR-80,Necedah,WI
I-90/I-94 EXIT 61 & SR-80,New Lisbon,WI
SR-73 & I-39,Plainfield,WI
"I-39, EXIT 92 & US-51",Portage,WI
US-18 & SR-35,Prairie Du Chien,WI
US-53 & CR-E,Trego,WI
"I-90, EXIT 12",West Salem,WI
"I-90 & SR-19, EXIT 131",Windsor,WI
US-45 & SR-29,Wittenberg,WI
US-30 & SR-2,Chester                                 ,WV
US-50 & CR-50/16,West Union,WV
"I-25/US-87, EXIT 182 & SR-253/SR-256",Evansville,WY
US-20/SR-789,Thermopolis,WY
"I-35W, EXIT 65",Fort Worth,TX
"I-71, EXIT 140",Marengo                                 ,OH
US-1/SR-4,Blythe,GA
"I-57, EXIT 240",Champaign,IL
"I-57, EXIT 240",Champaign,IL
"I-57, EXIT 240",Champaign,IL
"I-57, EXIT 240",Champaign,IL
I-475,Flint,MI
"I-94, EXIT 110 & US-27",Marshall,MI
"I-94, EXIT 110 & US-27",Marshall,MI
"I-94, EXIT 110 & US-27",Marshall,MI
"I-94, EXIT 110 & US-27",Marshall,MI
"I-20, EXIT 33",Haughton,LA
"I-94, EXIT 40  & US-20 & US-35",La Porte,IN
US-20 & SR-15,Bristol,IN
"E I-30 & FM 549, EXIT 70",Rockwall,TX
"E I-30 & FM 549, EXIT 70",Rockwall,TX
"I-81, EXIT 213",Staunton                                ,VA
SR-31,Clinton,NJ
"I-81, EXIT 219",New Milford,PA
"I-77, EXIT 54 & US-21",Statesville,NC
"I-81 & I-77, EXIT 77",Wytheville,VA
"I-55, EXIT 52 & SR-16",Litchfield,IL
"I-55, EXIT 52 & SR-16",Litchfield,IL
"I-55, EXIT 52 & SR-16",Litchfield,IL
"I-55, EXIT 52 & SR-16",Litchfield,IL
"I-55, EXIT 52 & SR-16",Litchfield,IL
"I-64, EXIT 25 & US-41",Haubstadt,IN
"US-75, EXIT 48 & SR-455",Anna,TX
61ST AVE SE & 52ND ST SE,Calgary,AB
61ST AVE SE & 52ND ST SE,Calgary,AB
"TCH-16, EXIT 383",Edmonton                                ,AB
"TCH-16, EXIT 383",Edmonton                                ,AB
"TCH-16, EXIT 383",Edmonton                                ,AB
"TCH-16, EXIT 383",Edmonton                                ,AB
"TCH-16, EXIT 383",Edmonton                                ,AB
"TCH-16, EXIT 383",Edmonton                                ,AB
"I-81, EXIT 47 & SR-12",Watertown,NY
US-75/US-69/SR-3,Atoka,OK
US-30 & US-284/SR-2,Grand Island,NE
"I-94/US-52, EXIT 346 & CR-17",West Fargo,ND
SR-90 & US-127,Albany,KY
US-78/SR-4,Memphis,TN
"TCH-2, EXIT 450 & HWY 126",Moncton,NB
"TCH-2, EXIT 450 & HWY 126",Moncton,NB
"TCH-2, EXIT 450 & HWY 126",Moncton,NB
"TCH-2, EXIT 450 & HWY 126",Moncton,NB
SR-14 & SR-15,Louisville                              ,MS
"TCH-1, EXIT 366",Kamloops                                ,BC
"TCH-1, EXIT 366",Kamloops                                ,BC
"TCH-1, EXIT 366",Kamloops                                ,BC
"TCH-1, EXIT 366",Kamloops                                ,BC
"TCH-1, EXIT 366",Kamloops                                ,BC
"TCH-1, EXIT 366",Kamloops                                ,BC
US-301/SR-35 & SR-50,Dade City,FL
SR-29 & SR-182,Bunkie,LA
"US-127, EXIT 117",Ithaca                                  ,MI
US-61,Minnesota City,MN
"US-17, EXIT 227 & SR-32",Edenton,NC
"I-40, EXIT 108",Casa Blanca                             ,NM
SR-12 & SR-183,Irving,TX
"I-35, EXIT 39 & SR-44",Encinal,TX
"I-64, EXIT 185 & SR-180",Catlettsburg,KY
"I-95/SR-9, EXIT 305 & SR-206",Saint Augustine,FL
I-70 EXIT 160,Zanesville,OH
"I-65, EXIT 116 & SR-480",Shepherdsville,KY
"I-10, EXIT 133",Avondale,AZ
"I-10, EXIT 133",Avondale,AZ
"I-29, EXIT 10 & SR-2",Percival,IA
"I-81/US-11, EXIT 84 & SR-619",Max Meadows,VA
"I-81/US-11, EXIT 84 & SR-619",Max Meadows,VA
"I-84, EXIT 183 & SR-207",Hermiston,OR
"I-70 & I-57, EXIT 160",Effingham,IL
"I-70 & I-57, EXIT 160",Effingham,IL
"I-70 & I-57, EXIT 160",Effingham,IL
"I-10, EXIT 92 & SR-95",Duson,LA
"I-80, EXIT 159 & SR-117",Colfax,IA
US-61/US-24,Palmyra,MO
"I-72, EXIT 144 S",Decatur,IL
"I-72, EXIT 144 S",Decatur,IL
"I-90, EXIT 147",Cottage Grove,WI
"I-65, EXIT 264",Birmingham,AL
"I-30, EXIT 44",Prescott,AR
"I-15, EXIT 113",Idaho Falls,ID
"I-15, EXIT 113",Idaho Falls,ID
"I-20, EXIT 171 & US-65",Tallulah,LA
"I-40 & DW (RANCH RD), EXIT 59",Kingman,AZ
"I-84, EXIT 104 & US-97",Wasco,OR
"I-80, EXIT 78",Brookville,PA
US-67 & US-287,Midlothian,TX
US-67 & US-287,Midlothian,TX
"I-4, EXIT 10",Seffner,FL
"I-71, EXIT 69",Jeffersonville,OH
I-69 EXIT357,Fremont,IN
"I-77, EXIT 145",Richfield,OH
I-165 EXIT 5,Bowling Green,KY
"I-25/US-87, EXIT 7 & SR-212",Cheyenne,WY
"US-20, EXIT 208 & SR-14",Holland                                 ,IA
"I-40, EXIT 320",Crossville,TN
"I-90, EXIT 1",South Beloit,IL
"I-40, EXIT 432-B",Newport,TN
"I-80, EXIT 173",Mill Hall,PA
"I-29, EXIT 83",Sioux Falls                             ,SD
"SR 770 & I-75 , EXIT 29",Corbin,KY
I-175 EXIT 394,Sault Sainte Marie,MI
"I-95, EXIT 20A/SR-128 & SR-9",Newton Lower Falls                      ,MA
"SR-78, EXIT 3",Phillipsburg,NJ
"I-10/US-83, EXIT 456 & US-377",Junction                                ,TX
"I-24 & HUSBAND ROAD, EXIT 11",Paducah                                 ,KY
US-67 & SR-M,Poplar Bluff,MO
"I-26, EXIT 54 & SR-72",Clinton                                 ,SC
I-40 EXIT 447,Hartford,TN
SR-35,Kosciusko,MS
US-281,Pharr,TX
US-360,Keysville                               ,VA
"I-90, EXIT 209A & US-63/SR-30",Stewartville,MN
"I-95, EXIT 15E & US-9/US-1",Kearny,NJ
"I-26, EXIT 213",North Charleston,SC
I-95 & SR-164,Searchlight,NV
"I-15, EXIT 112",Beaver,UT
"I-49, EXIT 23 & US-167 /SR-744",Opelousas                               ,LA
"I-29, EXIT143",Sioux City,IA
US-36 & US-83,Oberlin                                 ,KS
"I-95, EXIT 16E",Jersey City,NJ
"I-29 & US-169, EXIT 44",Saint Joseph,MO
"I-80, EXIT 234B",Hubbard,OH
"I-81, EXIT 217 & SR-547",Harford,PA
"I-81, EXIT 32",Pine Grove,PA
"I-270 & SR-11, EXIT 6",Granite City,IL
"I-270 & SR-11, EXIT 6",Granite City,IL
"I-270 & SR-11, EXIT 6",Granite City,IL
"I-270 & SR-11, EXIT 6",Granite City,IL
"I-270 & SR-11, EXIT 6",Granite City,IL
"I-40/SR-66, EXIT 412",Dandridge,TN
"I-65, EXIT 99",Greenwood,IN
"I-57, EXIT 212",Tuscola,IL
"I-80, EXIT 56",Princeton,IL
"I-80, EXIT 56",Princeton,IL
"I-80, EXIT 56",Princeton,IL
"I-55, EXIT 109",Williamsville,IL
"I-55, EXIT 109",Williamsville,IL
"I-55, EXIT 109",Williamsville,IL
"I-20, EXIT 3 & US-80 & SR-169",Greenwood,LA
"I-95, EXIT 10 & SR-440",Edison,NJ
"I-4, EXIT 44",Polk City,FL
"I-4, EXIT 44",Polk City,FL
"I-10, EXIT 10 & US-29/SR-95",Pensacola,FL
"I-10, EXIT 5 & US-90 ALT",Pensacola,FL
US-270 & US-59 & US-112,Poteau,OK
"I-10, EXIT 263",Slidell,LA
"I-75, EXIT 201",Jackson,GA
"I-81, EXIT 291 & SR-651",Toms Brook,VA
"I-81, EXIT 291 & SR-651",Toms Brook,VA
"SR-826, EXIT NW 58TH ST",Miami,FL
SR-589 & SR-580,Tampa,FL
"I-75, EXIT W BRANDON BLVD",Tampa,FL
"I-65, EXIT 95 & CR-500",Whiteland,IN
"I-35, EXIT 248",Pflugerville,TX
SR-6 & SR-21,Bryan,TX
HWY-2 & HWY-19/HWY-625,Nisku                                   ,AB
HWY-2 & HWY-19/HWY-625,Nisku                                   ,AB
HWY-2 & HWY-19/HWY-625,Nisku                                   ,AB
"I-35, EXIT 8",Laredo                                  ,TX
"I-10, EXIT 661",Flatonia                                ,TX
"I-10, EXIT 456",Junction                                ,TX
"I-40, EXIT 364",Warsaw,NC
"I-74/I-73/US-220, EXIT 44 & SR-211",Candor,NC
I-69C/US-281 & FM-2812,Edinburg,TX
I-80 EXIT 46,Fernley,NV
"I-185, EXIT 10",Midland,GA
SR-35 & SR-21,Forest                                  ,MS
"I-390, EXIT 12 & I-90, EXIT 46",Henrietta,NY
"I-45, EXIT 178 & US-79",Buffalo,TX
US-281 & SR-285,Falfurrias,TX
HWY 1 EXIT 44,Coquitlam                               ,BC
HWY 1 EXIT 44,Coquitlam                               ,BC
HWY 1 EXIT 44,Coquitlam                               ,BC
HWY 1 EXIT 44,Coquitlam                               ,BC
HWY 1 EXIT 44,Coquitlam                               ,BC
HWY 1 EXIT 44,Coquitlam                               ,BC
ST 97,Fort Nelson                             ,BC
ST 97,Fort Nelson                             ,BC
ST 97,Fort Nelson                             ,BC
ST 97,Fort Nelson                             ,BC
ST 97,Fort Nelson                             ,BC
ST 97,Fort Nelson                             ,BC
"I-495, EXIT 26 & SR-62",Berlin,MA
"I-35, EXIT 386",Italy,TX
"I-20, EXIT 11",Graniteville,SC
TCH-16 & HWY-97,Prince George                           ,BC
TCH-16 & HWY-97,Prince George                           ,BC
TCH-16 & HWY-97,Prince George                           ,BC
TCH-16 & HWY-97,Prince George                           ,BC
TCH-16 & HWY-97,Prince George                           ,BC
TCH-16 & HWY-97,Prince George                           ,BC
I-16,Hinton                                  ,AB
I-16,Hinton                                  ,AB
I-16,Hinton                                  ,AB
I-16,Hinton                                  ,AB
HWY-3,Lethbridge                              ,AB
HWY-3,Lethbridge                              ,AB
HWY-3,Lethbridge                              ,AB
HWY-3,Lethbridge                              ,AB
HWY-3,Lethbridge                              ,AB
"I-43, EXIT 38",East Troy,WI
SR-83,Laredo,TX
"I-90, EXIT 36",Hampshire,IL
"I-39, EXIT 72",Mendota,IL
"I-39, EXIT 72",Mendota,IL
"I-39, EXIT 72",Mendota,IL
"I-39, EXIT 72",Mendota,IL
"I-57, EXIT 95",Mount Vernon,IL
"I-57, EXIT 95",Mount Vernon,IL
"I-57, EXIT 95",Mount Vernon,IL
"I-57, EXIT 95",Mount Vernon,IL
"I-40, EXIT 86 & SR-226",Marion,NC
"I-70, EXIT 53 & SR-25",Colby                                   ,KS
"I-75, EXIT 95 & SR-627",Richmond,KY
"I-80, EXIT 332 & SR-14",Aurora,NE
"I-40, EXIT 140",Albuquerque,NM
"I- 90, EXIT 29",Canajoharie,NY
US-27/SR-80/SR-25,South Bay                               ,FL
US-30,Central City,NE
"US-34, EXIT 4TH AVE",Holdrege,NE
SR-9,Baileyville,ME
"I-37, EXIT 56",George West,TX
I-90 EXIT 83,Charlton                                ,MA
"I-95, EXIT 6",Scarborough,ME
SR-125,Epping,NH
US-1,Wake Forest,NC
US-1A,Holden,ME
US-2 & SR-16,Gorham,NH
"I-80/US-30, EXIT 173",Wamsutter,WY
"I-80/US-30, EXIT 173",Wamsutter,WY
"I-93, EXIT 23",New Hampton,NH
"I-35, EXIT 304",Temple,TX
"I-95, EXIT 71",Dunn,NC
"I-78, EXIT 1",Fleetwood,PA
"I-80, EXIT 90",Elkhart,IN
"I-65, EXIT 230",Demotte,IN
"I-85, EXIT 113",High Point,NC
"I-59, EXIT 181 & US-77",Gadsden                                 ,AL
"I-80, EXIT 352 & US-93",Wells,NV
"I-84, EXIT 6",Newburgh,NY
ST 11A & TAYLOR DRIVE,Red Deer,AB
ST 11A & TAYLOR DRIVE,Red Deer,AB
ST 11A & TAYLOR DRIVE,Red Deer,AB
ST 11A & TAYLOR DRIVE,Red Deer,AB
ST 11A & TAYLOR DRIVE,Red Deer,AB
ST 11A & TAYLOR DRIVE,Red Deer,AB
"I-89, EXIT 19",Saint Albans,VT
"I-675, EXIT 5",Ellenwood,GA
"I-40/75, EXIT 374",Knoxville,TN
"SR-29, EXIT 127",Curtiss,WI
"I-20, EXIT 9",Waco,GA
"I-24, EXIT 169",Wildwood,GA
"I-69, EXIT 81SB / I-96, EXIT 9",Grand Ledge,MI
"I-94/I-41,  EXIT 322 & SR-100",Oak Creek,WI
"I-94/I-41,  EXIT 322 & SR-100",Oak Creek,WI
SR-146,Millbury,MA
"I-40, EXIT 42 & SR-222",Stanton                                 ,TN
US-10 & SR-114,Menasha,WI
US-51 & CR-JJ,Schofield,WI
SR-16,Amite,LA
"I-70, EXIT 49",Smithton                                ,PA
"I-55, EXIT 58  & SR-80",Matthews,MO
"US-23, EXIT 17",Dundee,MI
"US-23, EXIT 17",Dundee,MI
"US-23, EXIT 17",Dundee,MI
"US-23, EXIT 17",Dundee,MI
"I-94, EXIT 34 & US-421",Michigan City,IN
SR-168,Knoxville                               ,TN
I-24 EXIT 89,Christiana,TN
"I-44, EXIT 163",Saint Robert,MO
I-90 & RIVERSIDE BLVD,Loves Park,IL
"I-69, EXIT 168 & SR-53",Imlay City,MI
"I-57, EXIT 83 & CR-42",Ina,IL
"I-57, EXIT 83 & CR-42",Ina,IL
"I-57, EXIT 83 & CR-42",Ina,IL
"I-90, EXIT 109",Milltown                                ,MT
"I-16/SR-404, EXIT 49 & SR-257",Dublin,GA
"I-85, EXIT 96",Gaffney,SC
"I-45, EXIT 258",Palmer,TX
"I-24/I-69, EXIT 40 & US-641/US-62/SR-93",Kuttawa                                 ,KY
"I-25, EXIT 299 & US-16/SR-196",Buffalo,WY
"I-30, EXIT 160 & US-271/SR-49 & US-67",Mount Pleasant                          ,TX
US-27,Miami,FL
US-27,Miami,FL
"I-44, EXIT 4",Harrold,TX
"I-75, EXIT 109",Vienna,GA
"I-74, EXIT 39 & SR-32",Crawfordsville,IN
"I-74, EXIT 39 & SR-32",Crawfordsville,IN
I-40 EXIT 221,Wheatley                                ,AR
"I-40, EXIT 5",Little Rock,AR
